,Ratings,Reviews
4006,5.0 ,"  Don't waste your time, go for it!Everything is greatCamera is super good but just the battery life is less than 10 hrs on heavy usage.

"
4007,5.0 ,"  Excellent phone. The built quality, camera and the processor is awesome. I always recommend my frnds for OnePlus.

"
4008,4.0 ,"  Unmatched amazing phone in all respect

"
4009,5.0 ,"  Amazing 😍

"
4010,1.0 ,"  I purchased new one plus 7T on 16th and started yesterday but now my WhatsApp is not working at all.It seems this piece is second copy plz help

"
4011,5.0 ,"  Not that much better compare the other series of OnePlus.but it's ok for use..gaming experience is not that much better

"
4012,4.0 ,"  Fingerprint reader is not good and camera quality is also poor and battery life is very bad and heating isue is present

"
4013,5.0 ,"  Excellent phone..256gb is more than enough...pubg runs like dream..

"
4014,4.0 ,"  Battery talk time is less. Battery should be 4000 mah

"
4015,4.0 ,"  Battery backup is not good,else all function are perfect,and quad hd display better then this.

"
4016,5.0 ,"  Awesome phone, great camera, fingerprint like a BOOM and great display with 90 Hertz display like buttery smooth and its charger charge phone like Ferrari.Guys Go for it 🤗

"
4017,5.0 ,"  Overall experience is good one of the best phone I have ever used.

"
4018,4.0 ,"  Need more impressive good

"
4019,5.0 ,"  Outstanding Performance more than expected...Good hardware quality.the delay for delivery ordered on 29/09/2019, delivered on 07/10/19....that's all

"
4020,5.0 ,"  Go for it, this phone is quite easily competiting high end phones.

"
4021,5.0 ,"  The best Android phone available in the market.

"
4022,4.0 ,"  Excellent phone..i loved it..only problem I had with OnePlus 7t is it don't have compass sensor..sometimes it doesn't show you exact location..👍

"
4023,5.0 ,"  Awesome phone!

"
4024,5.0 ,"  Touch amazing user friendly

"
4025,3.0 ,"  please help battery drain very fast and HEATING problem

"
4026,3.0 ,"  Hang phone I was using OnePlus x that never get hang but this is getting hang especially the messanger

"
4027,5.0 ,"  The first handset to come up with Android 10, 90hz display with amoled fluid, wrap charging (almost 70% in 30mins), Dolby Atmos etc etc. Experience the new things with OnePlus 7T.

"
4028,5.0 ,"  Oneplus android no 1 smartphoneCamera best

"
4029,1.0 ,"  Appearance is good. But stability issue is there. Apps auto close while u r using them. Fingerprint sensor takes alot of time. Overall average phone.

"
4030,4.0 ,"  Awesome phone.. I bought this for gaming.. I used to play PUBG and by using it for one months I can say it's a beast for gaming

"
4031,5.0 ,"  Best flagship killer you can buy right now. It has everything you want in a flagship smartphone.Best thing about it is the value for money

"
4032,5.0 ,"  Front camera is not good in night. It's looks so ridiculous like I m clicked wid MI camera. If it's fixed wid updates dn OK..!!

"
4033,5.0 ,"  Too Fast Fingerprint Scanning...Awesome Camera Quality And Battery backup is good. not best but Wrap charge covers this one....

"
4034,5.0 ,"  Battery not satisfied

"
4035,5.0 ,"  It's good... I like it... Not in the mood to write much... But it's worth it...

"
4036,5.0 ,"  I really like the operating system Oxygen, With regard to battery I quote 8/10.

"
4037,5.0 ,"  Excellent product, great camera quality, entirely satisfied with the experience

"
4038,5.0 ,"  All is best superrrrr

"
4039,5.0 ,"  The most dependable phone .. we can have under 38000 bucks!

"
4040,4.0 ,"  Except Battery Life all other are too good

"
4041,5.0 ,"  Simply Awesome...!

"
4042,4.0 ,"  What a handset ...I loved itI love camera,display,everythingBut battery should be atleast 4500.Thanks OnePlus for amazing phone

"
4043,5.0 ,"  Suprb experience with mahh oneplus 7t best phone in this price face lock super fast amazing

"
4044,4.0 ,"  Just loving using it

"
4045,1.0 ,"  The phone is staying in vibration mode only.....not ringing when get call

"
4046,5.0 ,"  Battery gets drained very fastly

"
4047,1.0 ,"  Mobile recieved damaged, The Text on rear cam lens is defective

"
4048,5.0 ,"  Super fast charger and butter smooth display Android 10 improved camera quality everything is awesome

"
4049,5.0 ,"  Wow nice very happy with mobile quality camera and battery is awesome and also Amazon delivery is before date they delivered very happy

"
4050,5.0 ,"  Worth every penny. Rather then spending thousands of Rs. On phones such as iPhone and samsung one plus is fantastic option at only 35k.

"
4051,1.0 ,"  There is no any difference between this one and other model's.. camera quality is poor ...SD couldn't get any experience.. disappointed

"
4052,5.0 ,"  ♥️ OnePlus ♥️

"
4053,5.0 ,"  Extraordinary

"
4054,1.0 ,"  I'm not interested this product I want to replace my mobile OnePlus 7T. My OnePlus 7T was hanging in first week before 7days.

"
4055,4.0 ,"  Not as expected..

"
4056,5.0 ,"  A very good handset, with amazing display and an even better camera. Battery life could have been better but warp charger more than makes up for it.

"
4057,5.0 ,"  Smooth performance quality camera and decent battery life with super fast charger what more u need in a phone

"
4058,4.0 ,"  Perfect phone at this budget... Somehow I got it for 29k after exchanging my 2 yr old phone.. so that was a good deal for me😎

"
4059,1.0 ,"  The mobile is hangingVery much i am in a trouble amazon sent me a fake products

"
4060,4.0 ,"  Camera quality must be as its price! Display n battery are good things.

"
4061,5.0 ,"  Overall awesome productBut battery life was very disappointedSuper macro mode lovelyPerformance incredible

"
4062,5.0 ,"  Fingerprint scanner is very fast and accurate, camara quality is great. Overall it feels very premium device in hand. Great job OnePlus..

"
4063,4.0 ,"  The camera calerity is wow osem bt battery problem

"
4064,5.0 ,"  If you want nice phone with Good Android system.Go for it.

"
4065,5.0 ,"  display and sound is very good

"
4066,3.0 ,"  Everything is Excellent apart from battery backup but charging speed is faster than ever .. and the company should work on fixing bug..

"
4067,4.0 ,"  Phone is good very smooth fisrt time I purchased costly this phoneBecause very was telling me OnePlus is good very powerful phone so I purchased ...

"
4068,5.0 ,"  Phone was very good perfamance is also very but battery backup very bad immidatly charging down just 5-6 hours please improve battery capacity

"
4069,4.0 ,"  Awesome phone... Nice camera.. Battery life is not good.. Bt wrap charging makes life easy as phn charge in 15mins...

"
4070,3.0 ,"  I bought OnePlus 7T on 28th of September, my charger was not working after 10 days of my purchase, how to get charger through warranty

"
4071,5.0 ,"  One Plus 7T is Excellent Flagship Premium Smartphone from One Plus ....Battery Recharging is Excellent and Very Fast....

"
4072,5.0 ,"  Except for the phone weight, no complains. Love the OS features, battery life, performance. Customizable.

"
4073,5.0 ,"  Will always recommend OnePlus phones

"
4074,5.0 ,"  Excellent

"
4075,1.0 ,"  Vibration Motor not working. Amazon shipped me faulty product.

"
4076,5.0 ,"  Such a good phone ....

"
4077,5.0 ,"  Finger print gets better with timeBattery life is good even if we use extensivelyCamera is great , specially the nightmode

"
4078,5.0 ,"  Amazing product im a big fan of one plus..... excellent camera quality and gaming experience and my favorite oxygen os....i love it ❤️

"
4079,3.0 ,"  The Damn battery is only giving me 7 hours of life

"
4080,5.0 ,"  Camera,gaming and oxygen os is great and good battery backup too the only problem is it gets heating

"
4081,5.0 ,"  MagnificentWorks very fast

"
4082,5.0 ,"  Been an OnePlus user from a long time and I loved this phone so much.

"
4083,4.0 ,"  Very good

"
4084,4.0 ,"  Satisfied

"
4085,2.0 ,"  Hangeru phone hangs a lot only in 6 months

"
4086,5.0 ,"  The best Android experience that you can get in a phone. Hands down.

"
4087,4.0 ,"  when i buy this phone price high now the price is better. best phone for all. if your budget high than buy it.

"
4088,5.0 ,"  Superb

"
4089,4.0 ,"  Awesome phone, best in this price range

"
4090,2.0 ,"  Please don't buy this phone this is ugly and buggy phone.

"
4091,5.0 ,"  Amazing product, super-fast charging, fastest fingerprint, but the battery seems to be getting weaker as you use it.

"
4092,5.0 ,"  It's been just two days ...will review after a week of usage.It's an amazing product for its price ..go for it

"
4093,4.0 ,"  If I talk about its overall features then its a good buy in the 40K range. I am not satisfied with the camera quality and battery performance though

"
4094,5.0 ,"  All time best phone . One n only one plus 🤘🏼✌️

"
4095,5.0 ,"  Value for money

"
4096,4.0 ,"  Really smooth. Camera is great.Battery drains little fast when u play games such as Candy crush etc.Also the phone heats up a bit

"
4097,4.0 ,"  Battery charges fast is ok, but it also drains faster. Don't find camera so great dispute 3 Lense.

"
4098,5.0 ,"  Best phone....fast charging..... amazing 1 1/2 day battery life

"
4099,5.0 ,"  Awesome quality for decent price. Tremendous phone 😍😍😍

"
4100,4.0 ,"  Over all nice and exelent work very smooth work no hang no lag mobile game well played without hanging like pubji,,🤣😂🤩😛ext.gaming

"
4101,5.0 ,"  Best phone ... awesome camera quality...and with the super fast wrap charge it won't take long time waiting for phone to be charged..

"
4102,5.0 ,"  Excellent Smart phone.No lagging.Excellent Camera quality.Overall this One+7T phone is excellent with all features.

"
4103,5.0 ,"  I haven't experienced any problem till now, this is best phone till now, all the previous  mobile was good but This is the best .....

"
4104,5.0 ,"  Awesome product.. but please provide with this handsfree also..

"
4105,5.0 ,"  90 Hz Display Is Awesome....Best Camera.....& Dolby Sound...Warp Charging...Amazing Experience Of Watching Movie in Mobile

"
4106,1.0 ,"  Within a month i have issues.1. Network issues2. No notification from whatsapp3. Heats up4. Doesn't work while charging

"
4107,5.0 ,"  Love it! better than the Iphone I owned. Lightweight, sleek, fast and  better camera quality

"
4108,5.0 ,"  Excellent camera, performance, touch and many more features!! Thanks to Amazon for original product

"
4109,4.0 ,"  1plus 7t is nice phone.Body colour is super.Phone is fast and options r good.Good

"
4110,5.0 ,"  Speedy phone .. not much difference as I upgraded from OnePlus 3t ..no type C to 3.5mm jack cable in the box..

"
4111,5.0 ,"  Overall I can say that it's a good phone in the budget of 35k bucks and as there is an uncertainty of 5g you can go for this

"
4112,5.0 ,"  Amazing product ! Very happy and satisfied ! Was confused between note 9 and this one ! I choose the right

"
4113,5.0 ,"  It's very good reliable and havve amazing do nd quality recived the product on time and im happy to have it

"
4114,5.0 ,"  One of the best Android phone I have.Will recommend all who need Worthy premium flagship smart phone.

"
4115,5.0 ,"  Love it!

"
4116,4.0 ,"  Pros-Fastest processor, good camera, great speaker.Cons-Battery drains faster if you use 90Hz display.

"
4117,5.0 ,"  One of the best all rounder flagship device is here but a one little bit problem is battery life is little down otherwise it's The King of the flagship killer

"
4118,5.0 ,"  Its awesome... that's by i bought this smart phone.

"
4119,1.0 ,"  Facing lot of software issue and overall it's just ok. Getting same performance in cheaper phone. Not worth the money

"
4120,5.0 ,"  Ultimate sound

"
4121,5.0 ,"  Front camera can be improved, rest all good...

"
4122,1.0 ,"  Phone broke in two weeks inspite of having case. Case is fine but phone broke.

"
4123,5.0 ,"  I am not satisfied with its camera .bcz I tried oneplus 7 camera than the clearity of that mobile is much better than my device.

"
4124,5.0 ,"  Hands down almost everything, other than the battery which could have been a 4000+ one.  But worth every penny 🤲🏽

"
4125,5.0 ,"  Sometimes mobile heat a lil...and also battery backup is not as good...as aspected.... however...mobile is Best....

"
4126,4.0 ,"  Battery backup is not satisfying at this price rangeotherwise device is beast for gaming and other stuffs ...

"
4127,5.0 ,"  Amazing cell, I am also using iPhone 8plus but the camera and processor is just 👍🏻. Would surly recommend

"
4128,5.0 ,"  Value for money but I lost 😭 my phone in 2 months

"
4129,5.0 ,"  Display and camera are the best here.... battery backup could have been improvedRest all is best in class loved it!!

"
4130,4.0 ,"  Camera is very good. Battery draining fast, though fast charging will make upbthay.

"
4131,1.0 ,"  Biggest disappointment is lack of video calling feature as video calling feature available in even low budget phone

"
4132,4.0 ,"  my handset had stop working.for last 2 months during lockdown periodplease suggest what to do. mailed u the problem NO response

"
4133,5.0 ,"  Best smartphone in terms of processor,camers,battery lasts good best charging speed I guess it even charges faster than they claim I just love it.

"
4134,5.0 ,"  It's the awesome mobile I have very used and the OnePlus switch app is so useful to get your data in new mobile from any old mobile.

"
4135,5.0 ,"  Excellent phone.. amazing fast processor.. camera features are great..

"
4136,5.0 ,"  Loved it must buy

"
4137,5.0 ,"  Perfect purchase.

"
4138,5.0 ,"  Everything is good expect the battery

"
4139,4.0 ,"  Fast and smooth. Camera needs update. Superb battery life with quick charging. Display is awesome. Value for money.Go for it.

"
4140,5.0 ,"  It's a handset for a person who likes multitaskingSpeed 10/10Camera 10/10Display 9/10Fingerprint 10/10Face unlock 10/10

"
4141,5.0 ,"  4.5 stars for the camera quality. 5 stars for performance. Overall a very good phone. Worth to buy

"
4142,5.0 ,"  Awesome product.

"
4143,5.0 ,"  One plus 7t awesome product,heavy speed application open, different look camera is very good total mobile is very very good

"
4144,5.0 ,"  Top quality on screen fingerprint sensor, with excellent triple camera quality with 0.6x to 2x optical zoom, and a good battery life.

"
4145,5.0 ,"  30w charger rocks !Camera is mind-blowing!Dolby Atmos speakers ! Shamazing!!!

"
4146,4.0 ,"  Overall great phone 4.5/5Happy OnePlus customer 😇💯

"
4147,5.0 ,"  Out of the box.. super... Kya phone hai...

"
4148,5.0 ,"  nice phone

"
4149,1.0 ,"  Product is not working and even it's not getting start after 4/5 days of use. I want to return/ replace the item. Please help me to return the same.

"
4150,4.0 ,"  Heating issue while playing games and battery draining very fast....Hanging problem exit...apps stops working many times...

"
4151,4.0 ,"  Worth it, just go for it. OnePlus is a very trustworthy and awesome series. Doesn't screw you up like apple or Samsung with overpriced phones.

"
4152,4.0 ,"  Dislike small batteryLike screen refresh rate but one thing that compensate for the small battery is super speedy charging

"
4153,4.0 ,"  All are nice... I used OnePlus 3 for last 3 years... It never hangs up...now OnePlus 7t feels 3 more times hang up when using Whatsapp..

"
4154,5.0 ,"  Nice phone. Display Refresh rate is 90 hrzCamera quality is also good

"
4155,5.0 ,"  Good

"
4156,5.0 ,"  Jaan of my life..gifted myself always remain special touch is gem...

"
4157,4.0 ,"  Excellent  and more than worth

"
4158,5.0 ,"  Battery life 5-7 hours of screen on time on 90hz.Best performance best display best use interface and note that is smooth as af......

"
4159,4.0 ,"  Good

"
4160,5.0 ,"  Nice

"
4161,5.0 ,"  The best product for it's value. It's performance speaks it all........use it...... experience it.....NEVER SETTLE

"
4162,4.0 ,"  Everything is fine.....but mobile is hanging during what's app.When I selected 4-5 photos to send anyone it is not responding.

"
4163,5.0 ,"  90hz is the best part of this phone, never hangs.Super Fast and amazing 📷, night photos are awesome.One Plus ""Never Settle""

"
4164,5.0 ,"  Very good. Incomparable with any phone.Best phone

"
4165,2.0 ,"  My earlier cell was V9 and front camera quality of v9 is nice as compared to this cell

"
4166,5.0 ,"  Overall it's a complete package.. and by far the best and fastest android phone I used.. hats off to One plus team for such a superb handset

"
4167,3.0 ,"  Not a perfect phone, sometimes there's a glitch.

"
4168,5.0 ,"  Butterfly Smooth Performance and Awesome Camera and good battery Life....What else do we need....Just One word for it....Awesome...

"
4169,5.0 ,"  good Finger print access - instantcamera is very good - can zoom pic to very minuter detailsbattery life is also more that 1 day

"
4170,5.0 ,"  Mind-blowing product i have ever seen.90hz displayEasy to useVery impressive camera resultFinally satisfied

"
4171,5.0 ,"  Good specs.....meets what they claim, but be aware while purchase from Amazon. I didn't get instant discount on HDFC Bank and GST benefits

"
4172,3.0 ,"  Not worth the money. Battery life is very disappointing. ALSO there is hanging issue, the phone heats up if used for a longer time.

"
4173,5.0 ,"  When I got my OnePlus, its awesome experience and smoothness is remarkable and I got one day delivery from Amazon.....Thank you....

"
4174,5.0 ,"  Superb power packed phone!!!!I specially ordered this for PUBG. Extremely smooth performance and value for money.❤️❤️❤️❤️❤️❤️

"
4175,4.0 ,"  Fast processor... Camera quality is best in the segment... Average battery life.... Wrap charging is very useful... Overall a nice phone...

"
4176,4.0 ,"  Little bit expensiveI compared note8 pro camera and this camera it seems like similar ...Anyway nyc product

"
4177,5.0 ,"  Worth your money

"
4178,5.0 ,"  iphone+android! a really good latest phone!

"
4179,2.0 ,"  It's not worth of money. I am facing hanging problem with in 1month. I sud not buy ths. I lost my faith on 1+.so depressed

"
4180,5.0 ,"  Best phone for gaming in this price and built quality awesome and and best sound in this phoneScreen quality awesome

"
4181,2.0 ,"  Bad quality don't buy one plus it's quality is very low

"
4182,5.0 ,"  Amazing phone with amazing camera.. as expected battery drain just a bit fast than that of 7 or 6. But it's worth it as you have the powerful wrap30.Must buy.

"
4183,5.0 ,"  Having heating problem over back camara... camara is not upto mark which is expected.. !!

"
4184,5.0 ,"  Battery life needs still improvementEarphone and connector option is to be provided

"
4185,5.0 ,"  Even Iphone is no match for this Phone. With Speed, Quality, Camera, Price and Performance. I bet you can't find better phone then this in 2019

"
4186,5.0 ,"  M using this from last 4 days and found ok the camera quality is good and gaming experience is good last the battery life is average... The changing is fast

"
4187,5.0 ,"  Better than most of the flagships out there!Oneplus 7t is a flagship killer for sure.🖤

"
4188,5.0 ,"  Well, this device needs no introduction.It is a wonderful piece of technology ever released in 2019.

"
4189,5.0 ,"  Very nice

"
4190,5.0 ,"  I like it

"
4191,5.0 ,"  Excellent working my phone after used one month

"
4192,5.0 ,"  This phn ks really fast. Camera is awesome.In simple words best phn at this peice range and above till 50k.

"
4193,1.0 ,"  First i waited for near about 15 days for the order.When i recieved order it was defected,camera was not working.

"
4194,2.0 ,"  After 2weeks of usage.... Battery very poor even half day battery not coming for only regular calls

"
4195,1.0 ,"  Got a good feedback from customer care

"
4196,1.0 ,"  Phones temperature is rising,heating.(battery)

"
4197,2.0 ,"  I am having some heating issue.. How to fix it

"
4198,1.0 ,"  Worst quality form amazon phone is getting swicthed off often from the first day itself never expect this from amazon and waste of money....

"
4199,5.0 ,"  Great phone to buy

"
4200,5.0 ,"  Photos are fantastic and battery life is amazing

"
4201,3.0 ,"  i am not liking the phone as some apps gets struck after using it for sometime. I have booked the technician after 7 hours of receiving the product

"
4202,5.0 ,"  Awesome phone they should have given earphones with it..

"
4203,5.0 ,"  Over all the phone is perfect.The screen guard which comes along with the phone gets screches and fingerprints way too easy.

"
4204,3.0 ,"  It is very candy to use with good camera quality but the battery life is too bad.The fast it charges,the fast it loses its charge.

"
4205,4.0 ,"  Every feature is good rather than the battery. It's charging quick at the same time draining quick. Otherwise it's a good product.

"
4206,3.0 ,"  I'm getting feedback from friends that they are unable to hear my voice when they or I make calls either direct or through watsapp

"
4207,5.0 ,"  Smooth as butter. Warp Charge is awesome. Should have provided a type C to 3.5mm convert er. Overall good phone

"
4208,2.0 ,"  Screen recorder is not working properlyI can't record it in 60 fps and 24 bit rateDoesn't satisfied with screen recorder

"
4209,5.0 ,"  Excellent phone. Good camera, good speaker. Value for money.

"
4210,4.0 ,"  Battery capacity is too low one day only comingNo 3.5autojack is drawback

"
4211,3.0 ,"  Software/os was giving me trouble, I am not sure why. It's working now after reset of phone. Let's see..

"
4212,5.0 ,"  Best mobile

"
4213,4.0 ,"  Display was super .smooth displayBattery life  for decent use ok .. 30T charger very use full ..

"
4214,4.0 ,"  Camera - 4/5Display - 5/5Battery - 4/5Performance - 5/5Fingerprint - 5/5

"
4215,5.0 ,"  I'm Very Excited Superb Phone 1+7TVery Fastest DeliveryAmazon Prime Membership ⭐⭐⭐⭐⭐TySm... 7t and amazon 😍😍

"
4216,5.0 ,"  Value for money

"
4217,5.0 ,"  WITHOUT ANY DOUBT THIS IS ONE OF THE BEST MOBILE I HAVE EVER USED.1.SOUND QUALITY2.CAMERA3.DISPLAY4.SPEED5.GAMING

"
4218,5.0 ,"  For 37k it's the best buy...not very happy with back camera design but it's good that its different than the older versions...

"
4219,5.0 ,"  Product is really good

"
4220,5.0 ,"  Superb Camera quality !

"
4221,5.0 ,"  Best mobile of the decade...Retings out of 5Camera-4.5Performance-4.8Audio-4.8Fingerprint and face unlock-4.9Battery life-4.2

"
4222,5.0 ,"  Superb technology & quality

"
4223,5.0 ,"  Amazing Gaming Experience!!I just love the Touch,  Screen Resolution is amazing Rest i will be updating  after few months!!!

"
4224,5.0 ,"  Really a great purchase for me everything is just perfect

"
4225,5.0 ,"  Overall all classy handset.

"
4226,5.0 ,"  It's camera is amazingMust buy.

"
4227,5.0 ,"  Sometimes while playiy Pubg the game hangs and have to restart. I don't know ways the issue..but it's a problem.

"
4228,4.0 ,"  Macro shots ,sound ,pixel quality are awesome.Even 1k video doesn't fit better to screen go for 4k video .

"
4229,5.0 ,"  Excelent product .i loved it very well .thank you oneplus for providing. Such a good  premium smartphones 🤝😎😍

"
4230,5.0 ,"  SCREEN SIZE GOOD...AND ITS CAMERA QUALITY IS SUPERB I LIKE WIDE ANGEL EFFECTS... FINGER PRINT IS MORE SMOOTH...BATTERY LIFE IS ALSO VERY GOOD

"
4231,4.0 ,"  Na

"
4232,5.0 ,"  Excellent quality & service, Oneplus mobile Brand handset. Really Never settle

"
4233,3.0 ,"  Phone is good but performance is not like one plus..Its better to go with ROG 2 If you want to spend around 38-40K

"
4234,5.0 ,"  Other than the awkward back camera design there is nothing much to complaint it's the best value you can get and oxygen os is a great feeling

"
4235,5.0 ,"  Very good, love the one plus mobile since 2014.

"
4236,5.0 ,"  Very nice phone with awsm performance.......but on 90hz display setting battery drain within 3-4 hrs......that's the main concern

"
4237,1.0 ,"  Today in morning I seen my phone was automatically offNeither on nore chargeWhereas in night my phone battery was 75%

"
4238,2.0 ,"  The mobile hangs often and comes out of the app automatically what the hell is this?is this the worth for 35k? I need replacement

"
4239,5.0 ,"  Display is good, refresh rate is quick, doesn't become hot even after long game play.

"
4240,5.0 ,"  What I say, one plus is just as the name op(over powered)

"
4241,5.0 ,"  I suggest you to buy this phone

"
4242,1.0 ,"  No headset (let alone the converter) was provided with the mobile. The product description is wrong in Amazon website.

"
4243,4.0 ,"  Good phone very smart

"
4244,5.0 ,"  Awesome Mobile..Best in the price

"
4245,5.0 ,"  Superb Camera. Superb Battery and finger print in just 0.7sec Premium phone by OnePlus

"
4246,5.0 ,"  One of the best Mobile ever seen. Sound quality is mind-blowing.User friendly OS.its really worth buying for this price.

"
4247,5.0 ,"  Best phone in all areas. Camera is one of the best feature of this phone. Long lasting battery with super fast charger😻

"
4248,5.0 ,"  Completely satisfied with the product, service and the packaging. I just love the service amazon gives.

"
4249,5.0 ,"  Awesome mobile

"
4250,4.0 ,"  Absolutely love it. Feels great in my hand and is perfect for day to day use. It's fast and responsive.

"
4251,5.0 ,"  Excellent in all departments. Overall best package under 50k.

"
4252,2.0 ,"  Phone is not upto the mark.Lots of Heatings issues...and finally phone dead after 6months,  no support from one plus notlr amazon

"
4253,5.0 ,"  Some times contacts and WhatsApp hang..

"
4254,5.0 ,"  Camera like a dslrBattery life is goodDisplay  and all over experience with this phone is Fabulous

"
4255,5.0 ,"  Superbly fast and 90hz feeling is awesome

"
4256,5.0 ,"  Fabulous..Awsme

"
4257,5.0 ,"  Overall it’s an awesome phonePros:-Good CameraGood batteryCons:-Looks is not as premium as one plus 7pro

"
4258,5.0 ,"  No need to say anything, premium phone.

"
4259,5.0 ,"  Everything is jus amazing about OnePlus .. camera processor features are very good.. m happy  with my purchase.

"
4260,5.0 ,"  Best product at price rangeBut camera should be improve.Good work in charger and battery

"
4261,1.0 ,"  Phone deliver me on 4 Jan n start phone on 31 Jan n toady 4 th Jan suddenly phone off not start  wht would I do

"
4262,4.0 ,"  One plus 7t is an amazing phone.On the one hand it's camera is very attractive and it's processor just awesome.

"
4263,5.0 ,"  Overall great android phone. Fingerprint login would have been better as I am also an iPhone user. But Best in android.

"
4264,4.0 ,"  A modern technology with all latest feature are inside this phone

"
4265,5.0 ,"  Awesome phone gameing experience is really good also it's camera beast,but front camera is not goodOverall wroth for money

"
4266,5.0 ,"  Phone has heating issue and some lag

"
4267,3.0 ,"  Fingerprint reader not looking good, camera needs improvement for night mode, battery have low backup for multitasking.

"
4268,5.0 ,"  OnePlus all models or too good.... in my home we all using same OnePlus models OnePlus 3T,  1+5,1+6,1+7pro.... thank u.

"
4269,5.0 ,"  The phone is great and light weight. Moreover I would just like to say.... One plus is just One Plus!!

"
4270,5.0 ,"  All things are too good but price is too good ....u can buy other brand with same feature in low price

"
4271,4.0 ,"  there is headset in the box...but in description there is headset

"
4272,5.0 ,"  Love every bit of it, speed, camera quality everything.

"
4273,5.0 ,"  One word gr8.

"
4274,5.0 ,"  Super Mobile

"
4275,5.0 ,"  I refer everyone who's buying 1+ pro model to settle to 1+7t .  Best buying option available inarket using for past 1 month it's like (MAKHAN) .

"
4276,4.0 ,"  Battery is little disappointing but the fast charger compensate it ..Performance wise very smooth and camera is awesome.Price is 3-4k higher from its range.

"
4277,4.0 ,"  Snappy ui, i have ever seen.Very good display the blacks are deep blacksLove this mble...

"
4278,5.0 ,"  Review after 12hr of use: overall good phone, camera battery life is very good, fast charging etc are too good

"
4279,4.0 ,"  Camera , fingerprint , porocessor , good. Battery life not so good,  Software update some time cause problem .

"
4280,5.0 ,"  1.Smooth Display(90HZ) Refresh rate2.Super Fast Charging3.Swift response4.Great Camera and Video Quality5.Snapdragon 855+

"
4281,5.0 ,"  Awesome product & I love this product a lot..😘😘🥰🥰

"
4282,5.0 ,"  Awesome device. Seriously charging is faster then one plus 7. Beast!

"
4283,1.0 ,"  Fingerprint Reader doesn't Function properly. Phone hangs and this is happening since yesterday. Kindly look into the issue and provide updade

"
4284,5.0 ,"  Some times finger sensor not works .Camera is really awesomeBattery is also good but could have morepowerful.

"
4285,5.0 ,"  One of the best in the market..worth for every penny... awesome camera, quick charging, good built quality, very fast processor

"
4286,5.0 ,"  It's a total 5 star mobile for 2020 year atleast, and even give high performance for high defined games too, pubg for me tho 🥰

"
4287,5.0 ,"  All good mobile only battery not longer in the day day in two time charging but fast charging is best option in one plus ......

"
4288,5.0 ,"  Fantastic

"
4289,4.0 ,"  Good phone

"
4290,5.0 ,"  Excellent

"
4291,5.0 ,"  Excellent

"
4292,4.0 ,"  Best camera centric phone and processor sd 855 plus phone

"
4293,1.0 ,"  Faulty product and amazon said that they will send a technician  to look at the phone but no one came even after calling them again  and  again.

"
4294,5.0 ,"  90hz what more can I tell

"
4295,5.0 ,"  Superb fast fingerprintAfter update battery much betterWarp charging is best super fast

"
4296,5.0 ,"  Using this product since December. No complaint about hang and touch is very nice. It's work smoothly with high speed.

"
4297,4.0 ,"  One of the best phones in the market right now, keeping the battery aside. Battery life could have been better

"
4298,3.0 ,"  Mobile look so nice but improve camera quality..

"
4299,5.0 ,"  Battery life is disappointing. Otherwise everything is good.

"
4300,5.0 ,"  Best phone ever.. camera, audio, Display are too good....

"
4301,4.0 ,"  Battery capacity is bit low. All other things are fantastic. But covered by powerful charger.

"
4302,4.0 ,"  Camera 3/5 because it really gives a tough time while clicking photos in night and low light.

"
4303,5.0 ,"  Overall Great experience but the speaker have some issue so raised a request for replacement.

"
4304,5.0 ,"  Camera quality, battery life is excellent.  No lagging, super fast performance. Just love it.

"
4305,5.0 ,"  Ultra smooth mobile with dynamic touch and dolby atmos of this phone is decent, overall the best deal

"
4306,5.0 ,"  Battery capacity is not enough for heavy user.Camera features are Good 👍Speed is Good 👍

"
4307,1.0 ,"  This product sucks, have used it for more than 3 weeks , quality of pics are not that great. When uploading pics on WhatsApp , the phone hangs

"
4308,5.0 ,"  Good product

"
4309,5.0 ,"  Nothing

"
4310,5.0 ,"  I am happy to buy this phone.Good camera quality, battery backup , fast charging almost 50-60 min full charge.

"
4311,5.0 ,"  It is the best phone I ever used. Loving it

"
4312,5.0 ,"  Camera is the bestFingerprint sensor a little late responseBattery is moderate ,one full charge will give you full day use.

"
4313,2.0 ,"  Very dissatisfied with the the phone quality. Phone hanged 3 times on day one. Speaker quality is very poor.

"
4314,4.0 ,"  It was simply superb....I never experienced this 🤩.thanks to one plus for this great product.all the best for up coming models 👍👍👍

"
4315,5.0 ,"  words are not enough to describeperformance 5/5O/S 5/5Camara 4.5/5Gaming 4.5/5

"
4316,5.0 ,"   Camera is very nice... There is one prob in online shopping.. u r not giving handsfree with new phones

"
4317,5.0 ,"  One of the best phones in the market value for your each penny.

"
4318,5.0 ,"  It's amazing... I've not yet found any difficulty in this phone....The RAM management, camera quality,battery..... MIUI etc...

"
4319,1.0 ,"  My new OnePlus 7t phones Android system does not respond and customer service does not takes my call I want to return my phone

"
4320,5.0 ,"  Fast fingerprint sensorCamera quality is goodBattery backup is very nice.Overall it's a really a good phone.

"
4321,4.0 ,"  overall the mobile is superb but it face some difficulties in certain situations and needed to restart to gain normal position

"
4322,4.0 ,"  Camera Quality was sooo goodFinger print was fast but some lap at some time occursBattery life is good not so good

"
